num	premise	hypothesis	gold_label	template_num	time_format	time_span
155	2010 年 4 月 25 日 以来 、 スティーブ は 客 に 届けて いる 。 現在 、 2010 年 4 月 19 日 である 。	スティーブ は 2010 年 4 月 16 日 に は 客 に 届けて いた 。	contradiction	1	年月日	short
156	2011 年 8 月 16 日 以来 、 アイザック は 彼女 に 贈って いる 。 現在 、 2011 年 8 月 18 日 である 。	アイザック は 2011 年 8 月 16 日 に は 彼女 に 贈って いた 。	entailment	1	年月日	short
157	2002 年 5 月 21 日 以来 、 ペギー は 開催 に 決まって いる 。 現在 、 2002 年 5 月 24 日 である 。	ペギー は 2002 年 5 月 20 日 に は 開催 に 決まって いた 。	contradiction	1	年月日	short
158	2003 年 2 月 13 日 以来 、 ペギー は 私 に 合わせて いる 。 現在 、 2003 年 2 月 17 日 である 。	ペギー は 2003 年 2 月 11 日 に は 私 に 合わせて いた 。	contradiction	1	年月日	short
159	2001 年 11 月 10 日 以来 、 ボブ は 棒 に 振るって いる 。 現在 、 2001 年 11 月 15 日 である 。	ボブ は 2001 年 11 月 7 日 に は 棒 に 振るって いた 。	contradiction	1	年月日	short
160	2004 年 3 月 7 日 以来 、 フランク は 雑誌 に 発表 して いる 。 現在 、 2004 年 3 月 3 日 である 。	フランク は 2004 年 3 月 8 日 に は 雑誌 に 発表 して いた 。	neutral	1	年月日	short
161	2019 年 4 月 20 日 以来 、 ウォルター は ランチ に 付いて いる 。 現在 、 2019 年 4 月 16 日 である 。	ウォルター は 2019 年 4 月 14 日 に は ランチ に 付いて いた 。	contradiction	1	年月日	short
162	2002 年 2 月 14 日 以来 、 ビクター は 先生 に 訴えて いる 。 現在 、 2002 年 2 月 17 日 である 。	ビクター は 2002 年 2 月 14 日 に は 先生 に 訴えて いた 。	entailment	1	年月日	short
163	2019 年 4 月 12 日 以来 、 オスカー は 家 に やってきて いる 。 現在 、 2019 年 4 月 16 日 である 。	オスカー は 2019 年 4 月 12 日 に は 家 に やってきて いた 。	entailment	1	年月日	short
164	2003 年 7 月 19 日 以来 、 ペギー は 幼稚園 に 通えて いる 。 現在 、 2003 年 7 月 21 日 である 。	ペギー は 2003 年 7 月 21 日 に は 幼稚園 に 通えて いた 。	entailment	1	年月日	short
165	2010 年 3 月 19 日 以来 、 ゾーイ は 全国 に 発信 して いる 。 現在 、 2010 年 3 月 12 日 である 。	ゾーイ は 2010 年 3 月 17 日 に は 全国 に 発信 して いた 。	contradiction	1	年月日	short
166	2001 年 9 月 17 日 以来 、 マチルダ は 全然 役 に 立て いる 。 現在 、 2001 年 9 月 12 日 である 。	マチルダ は 2001 年 9 月 13 日 に は 全然 役 に 立て いた 。	contradiction	1	年月日	short
167	2017 年 12 月 11 日 以来 、 マレット は 市民 に 提供 して いる 。 現在 、 2017 年 12 月 9 日 である 。	マレット は 2017 年 12 月 11 日 に は 市民 に 提供 して いた 。	neutral	1	年月日	short
168	2012 年 9 月 14 日 以来 、 フランク は 話 に 頂いて いる 。 現在 、 2012 年 9 月 21 日 である 。	フランク は 2012 年 9 月 20 日 に は 話 に 頂いて いた 。	entailment	1	年月日	short
169	2000 年 5 月 1 日 以来 、 デイヴ は 口 に して いる 。 現在 、 2000 年 5 月 5 日 である 。	デイヴ は 2000 年 5 月 6 日 に は 口 に して いた 。	neutral	1	年月日	short
170	2018 年 9 月 15 日 以来 、 オスカー は スタジアム に 運んで いる 。 現在 、 2018 年 9 月 9 日 である 。	オスカー は 2018 年 9 月 13 日 に は スタジアム に 運んで いた 。	contradiction	1	年月日	short
171	2017 年 8 月 21 日 以来 、 デイヴ は メッセージ に 貰って いる 。 現在 、 2017 年 8 月 20 日 である 。	デイヴ は 2017 年 8 月 22 日 に は メッセージ に 貰って いた 。	neutral	1	年月日	short
172	2018 年 7 月 16 日 以来 、 オスカー は 決定 戦 に 進めて いる 。 現在 、 2018 年 7 月 21 日 である 。	オスカー は 2018 年 7 月 23 日 に は 決定 戦 に 進めて いた 。	neutral	1	年月日	short
173	2019 年 9 月 13 日 以来 、 デイヴ は 報告 に 訪れて いる 。 現在 、 2019 年 9 月 8 日 である 。	デイヴ は 2019 年 9 月 6 日 に は 報告 に 訪れて いた 。	contradiction	1	年月日	short
174	2007 年 3 月 17 日 以来 、 イヴァン は 銀行 に 支払って いる 。 現在 、 2007 年 3 月 14 日 である 。	イヴァン は 2007 年 3 月 13 日 に は 銀行 に 支払って いた 。	contradiction	1	年月日	short
175	2016 年 1 月 10 日 以来 、 ゾーイ は 相手 に 見せて いる 。 現在 、 2016 年 1 月 11 日 である 。	ゾーイ は 2016 年 1 月 13 日 に は 相手 に 見せて いた 。	neutral	1	年月日	short
176	2014 年 12 月 26 日 9 時 以来 、 アリス は 痛み に 覚まして いる 。 現在 、 2019 年 6 月 24 日 6 時 である 。	アリス は 2020 年 6 月 27 日 8 時 に は 痛み に 覚まして いた 。	neutral	1	年月日時	random
177	2016 年 5 月 28 日 21 時 以来 、 フランク は 地面 に 落ちて いる 。 現在 、 2020 年 5 月 25 日 7 時 である 。	フランク は 2020 年 5 月 20 日 19 時 に は 地面 に 落ちて いた 。	entailment	1	年月日時	random
178	2018 年 10 月 7 日 20 時 以来 、 ビクター は 作業 に 発揮 して いる 。 現在 、 2008 年 5 月 9 日 7 時 である 。	ビクター は 2015 年 12 月 31 日 15 時 に は 作業 に 発揮 して いた 。	contradiction	1	年月日時	random
179	2015 年 12 月 7 日 11 時 以来 、 チャーリー は 疑問 に 答えて いる 。 現在 、 2008 年 8 月 17 日 11 時 である 。	チャーリー は 2016 年 5 月 11 日 19 時 に は 疑問 に 答えて いた 。	neutral	1	年月日時	random
180	2014 年 3 月 31 日 16 時 以来 、 オスカー は リアル タイム に 届けて いる 。 現在 、 2016 年 8 月 10 日 4 時 である 。	オスカー は 2013 年 2 月 9 日 23 時 に は リアル タイム に 届けて いた 。	contradiction	1	年月日時	random
181	2010 年 1 月 3 日 17 時 以来 、 プロッド は 北九州 に 行って いる 。 現在 、 2020 年 4 月 2 日 22 時 である 。	プロッド は 2004 年 8 月 20 日 23 時 に は 北九州 に 行って いた 。	contradiction	1	年月日時	random
182	2004 年 5 月 22 日 16 時 以来 、 チャーリー は 国民 に 伝えて いる 。 現在 、 2020 年 12 月 8 日 8 時 である 。	チャーリー は 2014 年 4 月 18 日 22 時 に は 国民 に 伝えて いた 。	entailment	1	年月日時	random
183	2020 年 3 月 1 日 8 時 以来 、 ビクター は 一口 大 に 切って いる 。 現在 、 2003 年 12 月 21 日 15 時 である 。	ビクター は 2006 年 2 月 18 日 15 時 に は 一口 大 に 切って いた 。	contradiction	1	年月日時	random
184	2000 年 4 月 22 日 8 時 以来 、 ボブ は フランス に 帰国 して いる 。 現在 、 2012 年 8 月 7 日 2 時 である 。	ボブ は 2018 年 4 月 12 日 2 時 に は フランス に 帰国 して いた 。	neutral	1	年月日時	random
185	2006 年 1 月 16 日 3 時 以来 、 ビクター は 保険 に 加入 して いる 。 現在 、 2005 年 10 月 17 日 1 時 である 。	ビクター は 2009 年 11 月 13 日 4 時 に は 保険 に 加入 して いた 。	neutral	1	年月日時	random
186	2012 年 9 月 20 日 11 時 以来 、 トレント は トータル に サポート して いる 。 現在 、 2017 年 8 月 18 日 12 時 である 。	トレント は 2004 年 12 月 26 日 15 時 に は トータル に サポート して いた 。	contradiction	1	年月日時	random
187	2008 年 4 月 11 日 18 時 以来 、 マチルダ は 客 に 致して いる 。 現在 、 2018 年 6 月 5 日 7 時 である 。	マチルダ は 2004 年 9 月 29 日 10 時 に は 客 に 致して いた 。	contradiction	1	年月日時	random
188	2002 年 1 月 9 日 7 時 以来 、 フランク は 伝え に 参って いる 。 現在 、 2000 年 5 月 9 日 2 時 である 。	フランク は 2014 年 3 月 6 日 6 時 に は 伝え に 参って いた 。	neutral	1	年月日時	random
189	2004 年 6 月 7 日 15 時 以来 、 ジャスティン は 産婦人科 に 世話 して いる 。 現在 、 2010 年 3 月 11 日 5 時 である 。	ジャスティン は 2000 年 9 月 16 日 6 時 に は 産婦人科 に 世話 して いた 。	contradiction	1	年月日時	random
190	2020 年 6 月 15 日 6 時 以来 、 トレント は 部門 に 入って いる 。 現在 、 2018 年 8 月 28 日 23 時 である 。	トレント は 2005 年 5 月 17 日 13 時 に は 部門 に 入って いた 。	contradiction	1	年月日時	random
191	2013 年 1 月 25 日 20 時 以来 、 キャロル は 主人 に 会って いる 。 現在 、 2002 年 1 月 4 日 11 時 である 。	キャロル は 2016 年 2 月 2 日 10 時 に は 主人 に 会って いた 。	neutral	1	年月日時	random
192	2010 年 5 月 17 日 21 時 以来 、 エレン は シート に 作成 して いる 。 現在 、 2001 年 9 月 3 日 20 時 である 。	エレン は 2013 年 9 月 19 日 5 時 に は シート に 作成 して いた 。	neutral	1	年月日時	random
193	2000 年 8 月 18 日 16 時 以来 、 スティーブ は 兵庫 に 帰って いる 。 現在 、 2018 年 12 月 15 日 23 時 である 。	スティーブ は 2002 年 2 月 10 日 19 時 に は 兵庫 に 帰って いた 。	entailment	1	年月日時	random
194	2009 年 1 月 31 日 16 時 以来 、 ペギー は ジャパン に 出場 して いる 。 現在 、 2014 年 9 月 14 日 13 時 である 。	ペギー は 2016 年 12 月 4 日 15 時 に は ジャパン に 出場 して いた 。	neutral	1	年月日時	random
195	2012 年 11 月 7 日 22 時 以来 、 フランク は 社長 に 報告 して いる 。 現在 、 2001 年 1 月 5 日 7 時 である 。	フランク は 2005 年 7 月 1 日 7 時 に は 社長 に 報告 して いた 。	contradiction	1	年月日時	random
196	2009 年 8 月 8 日 8 時 以来 、 ゾーイ は 病院 に 書いて いる 。 現在 、 2004 年 8 月 10 日 22 時 である 。	ゾーイ は 2006 年 11 月 2 日 20 時 に は 病院 に 書いて いた 。	contradiction	1	年月日時	random
197	2020 年 1 月 15 日 15 時 以来 、 マチルダ は 第三者 に 行って いる 。 現在 、 2017 年 8 月 10 日 9 時 である 。	マチルダ は 2009 年 9 月 20 日 22 時 に は 第三者 に 行って いた 。	contradiction	1	年月日時	random
198	2008 年 5 月 16 日 19 時 以来 、 イブ は 瞬時 に 変わって いる 。 現在 、 2008 年 5 月 10 日 4 時 である 。	イブ は 2001 年 9 月 13 日 0 時 に は 瞬時 に 変わって いた 。	contradiction	1	年月日時	random
199	2009 年 9 月 25 日 6 時 以来 、 マロリー は 回し に きて いる 。 現在 、 2003 年 6 月 3 日 5 時 である 。	マロリー は 2015 年 9 月 27 日 23 時 に は 回し に きて いた 。	neutral	1	年月日時	random
200	2017 年 12 月 20 日 12 時 以来 、 トレント は 団体 に 行って いる 。 現在 、 2004 年 5 月 13 日 0 時 である 。	トレント は 2003 年 11 月 25 日 22 時 に は 団体 に 行って いた 。	contradiction	1	年月日時	random
201	2003 年 5 月 16 日 7 時 以来 、 ボブ は 風 に 変えて いる 。 現在 、 2003 年 5 月 16 日 6 時 である 。	ボブ は 2003 年 5 月 16 日 5 時 に は 風 に 変えて いた 。	contradiction	1	年月日時	short
202	2005 年 8 月 6 日 14 時 以来 、 エレン は 大阪 府 堺 市 に 生まれて いる 。 現在 、 2005 年 8 月 6 日 15 時 である 。	エレン は 2005 年 8 月 6 日 21 時 に は 大阪 府 堺 市 に 生まれて いた 。	neutral	1	年月日時	short
203	2001 年 7 月 9 日 15 時 以来 、 エレン は 御宅 に やってきて いる 。 現在 、 2001 年 7 月 9 日 20 時 である 。	エレン は 2001 年 7 月 9 日 18 時 に は 御宅 に やってきて いた 。	entailment	1	年月日時	short
204	2013 年 5 月 5 日 6 時 以来 、 トルーディー は 東京 に やってきて いる 。 現在 、 2013 年 5 月 5 日 10 時 である 。	トルーディー は 2013 年 5 月 5 日 11 時 に は 東京 に やってきて いた 。	neutral	1	年月日時	short
